candidate_id,model_id,model_family,protocol,split_id,seed,fold,paper_id,roc_auc,pr_auc,brier,mcc,f1,balanced_accuracy,sensitivity,specificity,precision
mlp_baseline,mlp_baseline,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1007/s10694-019-00880-2,0.6991911021233569,0.5611477103567268,0.22294729450943146,0.30647356105006335,0.5531914893617021,0.6547017189079878,0.5652173913043478,0.7441860465116279,0.5416666666666666
mlp_baseline,mlp_baseline,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1007/s12217-018-9655-0,0.9078947368421053,0.981088169339758,0.08878908760398938,0.39473684210526316,0.8947368421052632,0.6973684210526316,0.8947368421052632,0.5,0.8947368421052632
mlp_baseline,mlp_baseline,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,citation::urban david et al solid fuel ignition testing for lunar applications theory and experimental results,0.5385964912280702,0.6177326104862578,0.3203672538142076,0.09969438915653081,0.5507246376811594,0.55,0.5,0.6,0.6129032258064516
mlp_baseline,mlp_baseline,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/s1540-7489(02)80314-5,0.9791666666666667,0.9963235294117647,0.07203863862756804,0.6041666666666666,0.9375,0.8020833333333333,0.9375,0.6666666666666666,0.9375
mlp_baseline,mlp_baseline,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1007/s12217-024-10106-y,,,3.405205006856704e-10,0.0,1.0,1.0,1.0,,1.0
mlp_baseline,mlp_baseline,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,citation::mitsui fumiya et al effect of the ignition method on the extinction limit for a flame spreading over electric wire insulation 47th international conference on environmental systems 16 20 july 2017 charleston sc usa 2017,0.7000000000000001,0.5628571428571428,0.2710887459617106,0.6900655593423543,0.8333333333333334,0.8333333333333333,1.0,0.6666666666666666,0.7142857142857143
mlp_baseline,mlp_baseline,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1038/s41598-017-18398-4,0.9625,0.9929545454545455,0.05920221421308539,0.7,0.95,0.85,0.95,0.75,0.95
mlp_baseline,mlp_baseline,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1007/s12217-022-09945-4,,,0.0,0.0,1.0,1.0,1.0,,1.0
mlp_baseline,mlp_baseline,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/j.actaastro.2019.01.044,1.0,1.0,1.4484425351848589e-05,1.0,1.0,1.0,1.0,1.0,1.0
mlp_baseline,mlp_baseline,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,citation::son youngjin paul d ronney and suleyman gokoglu comparison of carbon dioxide and helium as fire extinguishing agents for spacecraft nasa cp 2004 213205 vol2 2004 pp 409 418,0.8421052631578947,0.9916743613419514,0.14122620119970844,-0.07647191129018725,0.918918918918919,0.4473684210526316,0.8947368421052632,0.0,0.9444444444444444
