candidate_id,model_id,model_family,protocol,split_id,seed,fold,paper_id,roc_auc,pr_auc,brier,mcc,f1,balanced_accuracy,sensitivity,specificity,precision
mlp_focal_sqrt,mlp_focal_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1007/s10694-019-00880-2,0.7391304347826086,0.5666939786313568,0.20608326259771415,0.3615880213400816,0.6,0.6865520728008089,0.6521739130434783,0.7209302325581395,0.5555555555555556
mlp_focal_sqrt,mlp_focal_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1007/s12217-018-9655-0,0.8947368421052632,0.9783361913555818,0.09759959451087752,0.5034965460952284,0.9230769230769231,0.7236842105263157,0.9473684210526315,0.5,0.9
mlp_focal_sqrt,mlp_focal_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,citation::urban david et al solid fuel ignition testing for lunar applications theory and experimental results,0.5263157894736843,0.5636498236964591,0.2812643745301468,0.09911892555667043,0.6153846153846154,0.5491228070175438,0.631578947368421,0.4666666666666667,0.6
mlp_focal_sqrt,mlp_focal_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/s1540-7489(02)80314-5,0.9583333333333334,0.9924172794117647,0.09002511364538011,0.6041666666666666,0.9375,0.8020833333333333,0.9375,0.6666666666666666,0.9375
mlp_focal_sqrt,mlp_focal_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1007/s12217-024-10106-y,,,3.271436899154878e-07,0.0,1.0,1.0,1.0,,1.0
mlp_focal_sqrt,mlp_focal_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,citation::mitsui fumiya et al effect of the ignition method on the extinction limit for a flame spreading over electric wire insulation 47th international conference on environmental systems 16 20 july 2017 charleston sc usa 2017,0.6666666666666667,0.6976190476190476,0.3288181662140382,0.3105295017040594,0.6666666666666666,0.65,0.8,0.5,0.5714285714285714
mlp_focal_sqrt,mlp_focal_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1038/s41598-017-18398-4,0.7,0.8819046751415678,0.13002780688679513,0.0,0.9090909090909091,0.5,1.0,0.0,0.8333333333333334
mlp_focal_sqrt,mlp_focal_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1007/s12217-022-09945-4,,,0.0,0.0,1.0,1.0,1.0,,1.0
mlp_focal_sqrt,mlp_focal_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/j.actaastro.2019.01.044,1.0,1.0,0.05912653150507099,0.6324555320336759,0.8888888888888888,0.9,0.8,1.0,1.0
mlp_focal_sqrt,mlp_focal_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,citation::son youngjin paul d ronney and suleyman gokoglu comparison of carbon dioxide and helium as fire extinguishing agents for spacecraft nasa cp 2004 213205 vol2 2004 pp 409 418,0.5789473684210527,0.9739721590035262,0.14297856319671465,-0.07647191129018725,0.918918918918919,0.4473684210526316,0.8947368421052632,0.0,0.9444444444444444
